GeneIndex GeneName #SNPs run_time Theta Pleiotropic_Effect_based_on_CI Pleiotropic_Effect_based_on_Median gene snp_number chr start end gene_type gene_length snp_number_gene_length_ratio
425 SLC16A11 1 2.04500000000002 0.27072614624615 No No SLC16A11 1 17 6944940 6947411 protein_coding 2471 0.000404694455685957
426 SLC35A4 1 2.38 0.154360917298253 No No SLC35A4 1 5 139944031 139948685 protein_coding 4654 0.000214868929952729
428 SLC35E2B 1 1.96800000000002 0.191368610512427 No No SLC35E2B 1 1 1590990 1624234 protein_coding 33244 3.00806160510167e-05
429 SLC39A7 1 2.02800000000002 0.259513326638481 No No SLC39A7 1 6 33168222 33172216 protein_coding 3994 0.000250375563345017
431 SLITRK1 1 2.27799999999996 0.377148341527451 No No SLITRK1 1 13 84451340 84456609 protein_coding 5269 0.000189789333839438
432 SMCP 1 2.137 0.284357026423561 No No SMCP 1 1 152850798 152857523 protein_coding 6725 0.000148698884758364
430 SLC50A1 1 2.87700000000001 0.999829063744679 No No SLC50A1 1 1 155107820 155111333 protein_coding 3513 0.000284656988329063
433 SMIM6 1 2.303 0.254449184480909 No No SMIM6 1 17 73642323 73644055 protein_coding 1732 0.000577367205542725
434 SOX14 1 1.88599999999997 0.169392053447308 No No SOX14 1 3 137483157 137485176 protein_coding 2019 0.000495294700346706
435 SOX21 1 2.23099999999999 0.391144824430082 No No SOX21 1 13 95361876 95364799 protein_coding 2923 0.000342114266164899
437 SPEM1 1 2.06200000000001 0.225838313476804 No No SPEM1 1 17 7323643 7324951 protein_coding 1308 0.000764525993883792
436 SPATA31D3 1 2.36899999999997 0.237304312704693 No No SPATA31D3 1 9 84558415 84565008 protein_coding 6593 0.000151676020021235
438 SPEM2 1 2.505 0.54932957743408 No No SPEM2 1 17 7328935 7330887 protein_coding 1952 0.000512295081967213
439 SPR 1 2.52300000000002 0.378144440157371 No No SPR 1 2 73114511 73119287 protein_coding 4776 0.000209380234505863
440 SPRR2A 1 2.435 0.597686998877794 No No SPRR2A 1 1 153028596 153029988 protein_coding 1392 0.000718390804597701
441 SPRR2F 1 2.37099999999998 0.33721518800276 No No SPRR2F 1 1 153084597 153085992 protein_coding 1395 0.000716845878136201
443 SSU72P3 1 1.91499999999996 0.2026834783285 No No SSU72P3 1 11 4351095 4351679 protein_coding 584 0.00171232876712329
442 SRXN1 1 2.24399999999997 0.25633297298589 No No SRXN1 1 20 627259 633844 protein_coding 6585 0.000151860288534548
444 ST8SIA3 1 2.053 0.257545303332522 No No ST8SIA3 1 18 55019788 55038962 protein_coding 19174 5.2153958485449e-05
445 STAR 1 2.62400000000002 0.73071116946018 No No STAR 1 8 38000218 38008510 protein_coding 8292 0.000120598166907863
446 STH 1 2.67900000000003 0.998583293900334 No No STH 1 17 44076616 44077060 protein_coding 444 0.00225225225225225
448 TAAR8 1 2.12799999999999 0.287573074397929 No No TAAR8 1 6 132873832 132874860 protein_coding 1028 0.000972762645914397
449 TAAR9 1 2.15299999999996 0.432028982836299 No No TAAR9 1 6 132859429 132860475 protein_coding 1046 0.000956022944550669
447 TAAR6 1 2.79900000000004 0.62219533860825 No No TAAR6 1 6 132891461 132892498 protein_coding 1037 0.000964320154291225
450 TACO1 1 2.024 0.306641319918352 No No TACO1 1 17 61678241 61685725 protein_coding 7484 0.000133618385889898
452 TAF11L2 1 1.90800000000002 0.181810335727441 No No TAF11L2 1 5 17498340 17498936 protein_coding 596 0.00167785234899329
451 TAF11L14 1 2.404 0.208605825740563 No No TAF11L14 1 5 17634569 17635162 protein_coding 593 0.00168634064080944
455 TAS2R60 1 2.04200000000003 0.1321264986509 No No TAS2R60 1 7 143140546 143141502 protein_coding 956 0.00104602510460251
453 TAGLN2 1 2.47999999999996 0.237282822014998 No No TAGLN2 1 1 159887897 159895297 protein_coding 7400 0.000135135135135135
456 TAS2R7 1 2.137 0.296636471821694 No No TAS2R7 1 12 10954131 10955226 protein_coding 1095 0.00091324200913242
457 TAS2R8 1 2.06099999999998 0.231353891521681 No No TAS2R8 1 12 10958650 10959885 protein_coding 1235 0.000809716599190283
458 TAS2R9 1 1.762 0.229237018898174 No No TAS2R9 1 12 10961693 10962767 protein_coding 1074 0.000931098696461825
459 TBC1D28 1 2.54399999999998 0.29276632788417 No No TBC1D28 1 17 18537560 18547740 protein_coding 10180 9.82318271119843e-05
460 TCAP 1 2.19 0.188684271853845 No No TCAP 1 17 37821602 37822807 protein_coding 1205 0.000829875518672199
461 TCF24 1 2.28700000000003 0.365743082667831 No No TCF24 1 8 67858736 67874826 protein_coding 16090 6.21504039776259e-05
462 TCHHL1 1 2.13999999999999 0.197847488923348 No No TCHHL1 1 1 152056617 152061540 protein_coding 4923 0.000203128173877717
463 TCIM 1 2.15699999999998 0.162250881771672 No No TCIM 1 8 40011001 40012829 protein_coding 1828 0.000547045951859956
464 TEDC2 1 2.23599999999999 0.490295726626119 No No TEDC2 1 16 2510087 2514964 protein_coding 4877 0.000205044084478163
469 TMEM121 1 1.75400000000002 0.156963964175096 No No TMEM121 1 14 105992920 105996539 protein_coding 3619 0.000276319425255595
466 TLX2 1 2.19399999999996 0.33300530290601 No No TLX2 1 2 74740590 74744275 protein_coding 3685 0.000271370420624152
467 TMEM100 1 2.37600000000003 0.466155726237207 No No TMEM100 1 17 53796988 53809482 protein_coding 12494 8.00384184408516e-05
470 TMEM139 1 2.03299999999996 0.202295926506137 No No TMEM139 1 7 142977050 142985141 protein_coding 8091 0.000123594116920035
471 TMEM160 1 2.12700000000001 0.160409134517072 No No TMEM160 1 19 47549167 47551882 protein_coding 2715 0.000368324125230203
468 TMEM115 1 2.64499999999998 0.504727880112965 No No TMEM115 1 3 50392181 50396952 protein_coding 4771 0.000209599664640537
473 TMEM229A 1 2.024 0.180693315391947 No No TMEM229A 1 7 123670975 123673121 protein_coding 2146 0.000465983224603914
472 TMEM202 1 2.09399999999999 0.261713493932436 No No TMEM202 1 15 72690643 72700708 protein_coding 10065 9.93541977148535e-05
474 TMEM42 1 2.49099999999999 0.258288601928718 No No TMEM42 1 3 44903396 44907162 protein_coding 3766 0.000265533722782793
475 TMEM89 1 2.39400000000001 0.356029773016355 No No TMEM89 1 3 48658192 48659202 protein_coding 1010 0.00099009900990099
476 TNNI2 1 2.30399999999997 0.406012943139516 No No TNNI2 1 11 1860211 1862910 protein_coding 2699 0.000370507595405706
477 TNP1 1 2.762 0.998311436056478 No No TNP1 1 2 217724181 217724787 protein_coding 606 0.00165016501650165
480 TRADD 1 1.74299999999999 0.166816985063394 No No TRADD 1 16 67188088 67193812 protein_coding 5724 0.000174703004891684
479 TP53RK 1 2.62299999999999 0.692228728438887 No No TP53RK 1 20 45313004 45318083 protein_coding 5079 0.000196889151407757
478 TOE1 1 2.83600000000001 0.984630408874495 No No TOE1 1 1 45805724 45809645 protein_coding 3921 0.000255036980362153
482 TRIB1 1 2.154 0.176129246095297 No No TRIB1 1 8 126442600 126450645 protein_coding 8045 0.000124300807955252
481 TRAPPC2B 1 2.387 0.378854382139749 No No TRAPPC2B 1 19 57874919 57876773 protein_coding 1854 0.000539374325782093
483 TRIM43B 1 2.15699999999998 0.427519495634353 No No TRIM43B 1 2 96142912 96150479 protein_coding 7567 0.000132152768600502
485 TSPO2 1 2.113 0.362249258875996 No No TSPO2 1 6 41010206 41012076 protein_coding 1870 0.00053475935828877
487 TSTD1 1 2.18600000000004 0.214251694014273 No No TSTD1 1 1 161007421 161008767 protein_coding 1346 0.000742942050520059
486 TSSK6 1 2.81900000000002 0.999946487556621 No No TSSK6 1 19 19623227 19626357 protein_coding 3130 0.000319488817891374
488 TXNIP 1 2.49799999999999 0.522699148757717 No No TXNIP 1 1 145438490 145442635 protein_coding 4145 0.000241254523522316
490 UBIAD1 1 2.32799999999997 0.35655321790249 No No UBIAD1 1 1 11333255 11356106 protein_coding 22851 4.37617609732616e-05
491 UBL4B 1 2.13299999999998 0.16366162934885 No No UBL4B 1 1 110655065 110656569 protein_coding 1504 0.000664893617021277
492 UBL5 1 2.048 0.283421132520782 No No UBL5 1 19 9938568 9940791 protein_coding 2223 0.000449842555105713
495 UNCX 1 2.13999999999999 0.491221802123489 No No UNCX 1 7 1272508 1276962 protein_coding 4454 0.000224517287831163
493 UBXN1 1 2.416 0.304238556468558 No No UBXN1 1 11 62443970 62446589 protein_coding 2619 0.000381825124093165
496 UQCR11 1 2.529 0.258715426350587 No No UQCR11 1 19 1597168 1605472 protein_coding 8304 0.000120423892100193
497 UQCRC1 1 1.96099999999996 0.20879649108434 No No UQCRC1 1 3 48636435 48648409 protein_coding 11974 8.35142809420411e-05
498 USH1G 1 2.25900000000001 0.515834192321323 No No USH1G 1 17 72912175 72919351 protein_coding 7176 0.000139353400222965
499 VAX1 1 2.1389999999999 0.291037275058626 No No VAX1 1 10 118888032 118897812 protein_coding 9780 0.000102249488752556
500 VN1R4 1 2.62599999999998 0.351084661822345 No No VN1R4 1 19 53769929 53770976 protein_coding 1047 0.000955109837631328
501 VPS25 1 2.67499999999995 0.601797058193819 No No VPS25 1 17 40925467 40931617 protein_coding 6150 0.00016260162601626
503 WFDC12 1 2.30799999999999 0.185742401337295 No No WFDC12 1 20 43752066 43753106 protein_coding 1040 0.000961538461538462
504 YPEL3 1 2.30500000000006 0.178873321595356 No No YPEL3 1 16 30103635 30108236 protein_coding 4601 0.000217344055640078
502 WASHC2C 1 3.00100000000003 0.937221072390981 No No WASHC2C 1 10 46222648 46288412 protein_coding 65764 1.52058877197251e-05
506 ZBTB12 1 1.70299999999997 0.358534664049033 No No ZBTB12 1 6 31867390 31869863 protein_coding 2473 0.000404367165386171
505 YPEL4 1 3.23000000000002 0.974661343897939 No No YPEL4 1 11 57412560 57417417 protein_coding 4857 0.000205888408482602
508 ZDHHC12 1 2.12200000000007 0.218567302069688 No No ZDHHC12 1 9 131483149 131486406 protein_coding 3257 0.000307031010132023
507 ZBTB18 1 2.46400000000006 0.205205340905905 No No ZBTB18 1 1 244212241 244220778 protein_coding 8537 0.000117137167623287
509 ZFPL1 1 2.029 0.325113016672072 No No ZFPL1 1 11 64851682 64855870 protein_coding 4188 0.000238777459407832
512 ZNF384 1 1.94399999999996 0.38897993824274 No No ZNF384 1 12 6775643 6798738 protein_coding 23095 4.32994154578913e-05
510 ZNF267 1 2.94400000000007 0.403543871226037 No No ZNF267 1 16 31885128 31928678 protein_coding 43550 2.29621125143513e-05
511 ZNF281 1 2.23400000000004 0.474110904315598 No No ZNF281 1 1 200374068 200379184 protein_coding 5116 0.00019546520719312
513 ZNF442 1 2.35800000000006 0.362530233656624 No No ZNF442 1 19 12460185 12476719 protein_coding 16534 6.04814322003145e-05
514 ZNF503 1 2.32499999999993 0.239865108037064 No No ZNF503 1 10 77157588 77161522 protein_coding 3934 0.00025419420437214
515 ZNF510 1 2.31299999999999 0.207350374129914 No No ZNF510 1 9 99516835 99540411 protein_coding 23576 4.24160162877503e-05
516 ZNF513 1 1.91599999999994 0.156418848269572 No No ZNF513 1 2 27600102 27603657 protein_coding 3555 0.000281293952180028
518 ZNF572 1 2.04700000000003 0.288142260434561 No No ZNF572 1 8 125985537 125991631 protein_coding 6094 0.000164095831965868
517 ZNF556 1 2.322 0.675353478338345 No No ZNF556 1 19 2867333 2883443 protein_coding 16110 6.20732464307883e-05
520 ZNF629 1 2.17399999999998 0.266548102971108 No No ZNF629 1 16 30789777 30798526 protein_coding 8749 0.000114298777003086
519 ZNF574 1 2.44099999999992 0.443301243560532 No No ZNF574 1 19 42572629 42585704 protein_coding 13075 7.64818355640535e-05
521 ZNF764 1 2.19799999999998 0.24101139983336 No No ZNF764 1 16 30565085 30569695 protein_coding 4610 0.000216919739696312
522 ZNF77 1 1.94200000000001 0.269820000023076 No No ZNF77 1 19 2933216 2944969 protein_coding 11753 8.50846592359398e-05
523 ZNF799 1 2.03399999999999 0.152418596958605 No No ZNF799 1 19 12500830 12512085 protein_coding 11255 8.88494002665482e-05
524 ZNF888 1 2.28999999999996 0.391820818089396 No No ZNF888 1 19 53407670 53426734 protein_coding 19064 5.24548887956358e-05
525 ZNHIT2 1 1.57900000000006 0.133590268285505 No No ZNHIT2 1 11 64883875 64885173 protein_coding 1298 0.000770416024653313
526 ABCB6 2 2.78599999999994 0.147283217506656 No No ABCB6 2 2 220074494 220083716 protein_coding 9222 0.000216872695727608
529 AC114494.1 2 2.49700000000007 0.182778344848415 No No AC114494.1 2 1 31902192 31902614 protein_coding 422 0.004739336492891
528 AC092442.3 2 2.928 0.898403920211055 No No AC092442.3 2 4 6066704 6071889 protein_coding 5185 0.00038572806171649
541 AREG 2 2.49300000000005 0.267657097435242 No No AREG 2 4 75310853 75320722 protein_coding 9869 0.000202654777586382
545 ASPRV1 2 2.202 0.162076373507779 No No ASPRV1 2 2 70187221 70188763 protein_coding 1542 0.0012970168612192
546 ATF4 2 2.29700000000003 0.17437189687255 No No ATF4 2 22 39915700 39918688 protein_coding 2988 0.000669344042838019
549 AUP1 2 2.53700000000003 0.100230846518007 No No AUP1 2 2 74753772 74756887 protein_coding 3115 0.000642054574638844
560 BTBD18 2 3.40100000000007 0.999827944645565 No No BTBD18 2 11 57510986 57519253 protein_coding 8267 0.000241925728801258
562 C11orf42 2 2.95399999999995 0.148250372399627 No No C11orf42 2 11 6226787 6232365 protein_coding 5578 0.000358551452133381
567 C19orf85 2 2.54500000000007 0.233061368147497 No No C19orf85 2 19 55974368 55976118 protein_coding 1750 0.00114285714285714
568 C1orf116 2 2.80700000000002 0.556802915178613 No No C1orf116 2 1 207191867 207206101 protein_coding 14234 0.000140508641281439
569 C1orf134 2 3.39099999999996 0.831275540117664 No No C1orf134 2 1 16555368 16556038 protein_coding 670 0.00298507462686567
575 C20orf144 2 2.84999999999991 0.669434842977906 No No C20orf144 2 20 32250133 32253425 protein_coding 3292 0.000607533414337789
599 CCL16 2 2.42600000000004 0.190660004634045 No No CCL16 2 17 34303529 34308533 protein_coding 5004 0.000399680255795364
600 CCL7 2 2.42199999999991 0.11447986360033 No No CCL7 2 17 32597240 32599261 protein_coding 2021 0.000989609104403761
604 CCT8L2 2 2.54200000000003 0.199381303888858 No No CCT8L2 2 22 17071641 17073700 protein_coding 2059 0.000971345313258863
609 CD1C 2 2.30400000000009 0.205817283394261 No No CD1C 2 1 158259713 158264564 protein_coding 4851 0.000412286126571841
610 CD248 2 3.71299999999997 0.995064043031396 No No CD248 2 11 66081965 66084515 protein_coding 2550 0.000784313725490196
613 CD7 2 2.60200000000009 0.345531699009609 No No CD7 2 17 80272744 80275484 protein_coding 2740 0.00072992700729927
620 CH17-476P10.1 2 2.63599999999997 0.408985732496027 No No CH17-476P10.1 2 22 24313567 24322660 protein_coding 9093 0.000219949411635324
619 CH17-159N18.5 2 3.23400000000004 0.996520602365676 No No CH17-159N18.5 2 1 145209145 145365380 protein_coding 156235 1.28012289179761e-05
621 CH507-42P11.1 2 3.404 0.89805984736683 No No CH507-42P11.1 2 21 44985070 44985529 protein_coding 459 0.00435729847494553
622 CHMP2A 2 2.59100000000001 0.244612951389646 No No CHMP2A 2 19 59062933 59066472 protein_coding 3539 0.000565131393048884
629 COX8A 2 2.63499999999999 0.495026200865182 No No COX8A 2 11 63742092 63744015 protein_coding 1923 0.00104004160166407
637 CUTA 2 2.09800000000007 0.114695528110946 No No CUTA 2 6 33384219 33386094 protein_coding 1875 0.00106666666666667
643 DDT 2 2.274 0.361089267901945 No No DDT 2 22 24313554 24322019 protein_coding 8465 0.000236266981689309
642 DBNDD2 2 2.40999999999997 0.219747313285703 No No DBNDD2 2 20 44034697 44039250 protein_coding 4553 0.000439270810454645
646 DELE1 2 2.54999999999995 0.264930157407436 No No DELE1 2 5 141303420 141321612 protein_coding 18192 0.000109938434476693
648 DHRS2 2 2.50200000000007 0.310882744663235 No No DHRS2 2 14 24099324 24114848 protein_coding 15524 0.000128832775057975
651 DLX2 2 3.46300000000008 0.999843801218016 No No DLX2 2 2 172964166 172967628 protein_coding 3462 0.000577700751010976
660 DYNLT4 2 2.755 0.221807571091787 No No DYNLT4 2 1 45271565 45273023 protein_coding 1458 0.00137174211248285
676 FANCF 2 2.17999999999995 0.132502108391827 No No FANCF 2 11 22644079 22647369 protein_coding 3290 0.00060790273556231
681 FKBP2 2 2.34999999999991 0.173615444873682 No No FKBP2 2 11 64008475 64011604 protein_coding 3129 0.000639181847235539
686 FOXL3 2 3.50099999999998 0.659487899311762 No No FOXL3 2 7 330136 334388 protein_coding 4252 0.000470366886171214
691 FZD8 2 2.12700000000007 0.155089461128505 No No FZD8 2 10 35927175 35931224 protein_coding 4049 0.000493949123240306
690 FZD5 2 2.98300000000006 0.448892181137875 No No FZD5 2 2 208627322 208634630 protein_coding 7308 0.000273672687465791
692 GABARAP 2 2.17100000000005 0.304421882453636 No No GABARAP 2 17 7143327 7145768 protein_coding 2441 0.000819336337566571
695 GOT1L1 2 2.61699999999996 0.40926369931263 No No GOT1L1 2 8 37791799 37797642 protein_coding 5843 0.000342289919561869
704 H1-1 2 2.87099999999998 0.909799847225387 No No H1-1 2 6 26017260 26018015 protein_coding 755 0.00264900662251656
706 H1-6 2 2.91500000000008 0.26937658958026 No No H1-6 2 6 26107640 26108363 protein_coding 723 0.00276625172890733
707 H2AC14 2 3.54499999999996 0.998964203375151 No No H2AC14 2 6 27782080 27782555 protein_coding 475 0.00421052631578947
709 H2BC21 2 2.49099999999999 0.400813808998393 No No H2BC21 2 1 149856009 149858202 protein_coding 2193 0.000911992704058368
711 H4C3 2 2.13299999999992 0.111888266523052 No No H4C3 2 6 26104161 26104565 protein_coding 404 0.00495049504950495
710 H2BS1 2 3.78300000000002 0.896208740988827 No No H2BS1 2 21 44985063 44985529 protein_coding 466 0.00429184549356223
715 HOXA4 2 2.279 0.289894501427483 No No HOXA4 2 7 27168126 27170399 protein_coding 2273 0.00087989441267048
723 HSPA6 2 2.125 0.105393596837802 No No HSPA6 2 1 161494330 161496684 protein_coding 2354 0.000849617672047579
729 IFNA1 2 2.52800000000002 0.100089414722891 No No IFNA1 2 9 21440438 21441315 protein_coding 877 0.00228050171037628
738 IL31 2 2.96199999999999 0.677193723781896 No No IL31 2 12 122656576 122658768 protein_coding 2192 0.000912408759124088
743 KAAG1 2 2.16899999999998 0.1652762876676 No No KAAG1 2 6 24357131 24358513 protein_coding 1382 0.00144717800289436
744 KBTBD4 2 2.5379999999999 0.348240497475524 No No KBTBD4 2 11 47593749 47600528 protein_coding 6779 0.000295028765304617
746 KBTBD7 2 2.22199999999998 0.144574451156097 No No KBTBD7 2 13 41763970 41768705 protein_coding 4735 0.000422386483632524
745 KBTBD6 2 3.16499999999996 0.595394620069498 No No KBTBD6 2 13 41701705 41706938 protein_coding 5233 0.000382189948404357
754 KIR3DL3 2 2.17700000000002 0.11208534225898 No No KIR3DL3 2 19 55235984 55248003 protein_coding 12019 0.000166403194941343
759 KRTAP22-1 2 2.56700000000001 0.170073185778378 No No KRTAP22-1 2 21 31973406 31973701 protein_coding 295 0.00677966101694915
767 KTI12 2 2.76099999999997 0.372341584774067 No No KTI12 2 1 52497775 52499482 protein_coding 1707 0.00117164616285882
771 LKAAEAR1 2 3.39700000000005 0.945737073047491 No No LKAAEAR1 2 20 62714729 62715751 protein_coding 1022 0.00195694716242661
772 LRRC37A 2 3.14800000000002 0.998710359331212 No No LRRC37A 2 17 44370099 44415160 protein_coding 45061 4.43842790883469e-05
773 LRRN4CL 2 2.66800000000001 0.523082254773859 No No LRRN4CL 2 11 62453878 62457002 protein_coding 3124 0.000640204865556978
776 MBD3L2 2 2.32000000000005 0.118077849176045 No No MBD3L2 2 19 7049332 7051746 protein_coding 2414 0.000828500414250207
775 MARS2 2 3.16700000000003 0.94962267252998 No No MARS2 2 2 198570093 198573119 protein_coding 3026 0.000660938532716457
777 MC3R 2 2.69899999999996 0.211137756103043 No No MC3R 2 20 54823788 54824871 protein_coding 1083 0.00184672206832872
787 MOGS 2 2.36400000000003 0.111409663614383 No No MOGS 2 2 74688184 74692537 protein_coding 4353 0.000459453250631748
786 MOAP1 2 3 0.700692943187745 No No MOAP1 2 14 93648544 93651268 protein_coding 2724 0.000734214390602056
791 MSL1 2 2.71100000000001 0.158775400498009 No No MSL1 2 17 38278224 38293170 protein_coding 14946 0.000133815067576609
793 MSS51 2 2.66500000000008 0.50888255263946 No No MSS51 2 10 75183337 75193319 protein_coding 9982 0.000200360649168503
794 MSTO1 2 3.46000000000004 0.999974985795099 No No MSTO1 2 1 155579996 155584742 protein_coding 4746 0.000421407501053519
799 MTRNR2L8 2 2.55200000000002 0.200897593800032 No No MTRNR2L8 2 11 10529441 10530733 protein_coding 1292 0.00154798761609907
800 MTX1 2 3.20100000000002 0.999999182996897 No No MTX1 2 1 155178486 155183615 protein_coding 5129 0.000389939559368298
810 NHLRC1 2 2.47299999999996 0.12867922858711 No No NHLRC1 2 6 18120671 18122908 protein_coding 2237 0.000894054537326777
812 NKX3-2 2 2.31799999999998 0.249322612179196 No No NKX3-2 2 4 13542454 13546132 protein_coding 3678 0.000543773790103317
813 NLRP6 2 2.52800000000002 0.112218641903488 No No NLRP6 2 11 278407 285388 protein_coding 6981 0.000286491906603638
821 OR10G8 2 2.92199999999991 0.661050598615471 No No OR10G8 2 11 123897505 123901341 protein_coding 3836 0.000521376433785193
827 OR1E2 2 2.28699999999992 0.19724315816296 No No OR1E2 2 17 3336164 3337135 protein_coding 971 0.00205973223480947
832 OR2W1 2 2.71799999999996 0.112575572562987 No No OR2W1 2 6 29011990 29012952 protein_coding 962 0.00207900207900208
835 OR4C12 2 3.29300000000001 0.722534745520588 No No OR4C12 2 11 50003009 50004071 protein_coding 1062 0.00188323917137476
844 OR5K3 2 2.54500000000007 0.101684154896238 No No OR5K3 2 3 98109510 98110475 protein_coding 965 0.00207253886010363
845 OR5K4 2 2.87700000000007 0.635654470097056 No No OR5K4 2 3 98072698 98073663 protein_coding 965 0.00207253886010363
851 ORAI3 2 3.09000000000003 0.805304112250148 No No ORAI3 2 16 30960389 30967782 protein_coding 7393 0.000270526173407277
854 OXCT2 2 2.66300000000001 0.300653426800914 No No OXCT2 2 1 40235195 40237020 protein_coding 1825 0.0010958904109589
855 PA2G4 2 3.06400000000008 0.979168225674559 No No PA2G4 2 12 56498321 56507694 protein_coding 9373 0.000213378854155553
860 PDGFA 2 2.65300000000002 0.355178896359159 No No PDGFA 2 7 536895 559933 protein_coding 23038 8.68130914141853e-05
862 PEX19 2 3.51200000000006 0.989171286474473 No No PEX19 2 1 160246597 160256138 protein_coding 9541 0.000209621632952521
865 PHF23 2 2.80200000000002 0.605045632985133 No No PHF23 2 17 7138348 7143041 protein_coding 4693 0.000426166631152781
880 PPP1R15B 2 2.41399999999999 0.186006085133801 No No PPP1R15B 2 1 204372509 204380945 protein_coding 8436 0.000237079184447606
893 PRSS8 2 3.03800000000001 0.923482790048954 No No PRSS8 2 16 31142754 31147048 protein_coding 4294 0.000465766185374942
897 PSMC3IP 2 2.82600000000002 0.525771927737188 No No PSMC3IP 2 17 40724328 40729849 protein_coding 5521 0.000362253214997283
901 RAB43 2 2.25299999999993 0.168247381631144 No No RAB43 2 3 128806412 128841644 protein_coding 35232 5.67665758401453e-05
904 RDH5 2 2.38800000000003 0.118584995327324 No No RDH5 2 12 56114151 56118489 protein_coding 4338 0.000461041954817888
906 RFX5 2 2.23199999999997 0.232340420578962 No No RFX5 2 1 151313116 151319802 protein_coding 6686 0.000299132515704457
905 REG3A 2 2.32299999999998 0.314059278088396 No No REG3A 2 2 79384129 79386879 protein_coding 2750 0.000727272727272727
911 RNF227 2 2.2879999999999 0.219084262615481 No No RNF227 2 17 7816657 7819607 protein_coding 2950 0.000677966101694915
914 RP11-244H3.4 2 2.06400000000008 0.101449439899782 No No RP11-244H3.4 2 1 35447134 35497342 protein_coding 50208 3.98342893562779e-05
913 ROMO1 2 2.44899999999996 0.173774761601244 No No ROMO1 2 20 34287194 34288906 protein_coding 1712 0.00116822429906542
912 RNF41 2 2.84900000000005 0.733539501410977 No No RNF41 2 12 56595963 56615717 protein_coding 19754 0.00010124531740407
918 RP11-644F5.10 2 2.20900000000006 0.111721268897714 No No RP11-644F5.10 2 12 56109820 56118487 protein_coding 8667 0.000230760355370947
919 RP11-783K16.16 2 2.673 0.133205270565371 No No RP11-783K16.16 2 11 64008567 64011604 protein_coding 3037 0.000658544616397761
925 RRAD 2 2.13199999999995 0.100409141735038 No No RRAD 2 16 66955582 66959439 protein_coding 3857 0.000518537723619393
923 RPRML 2 3.03999999999996 0.819926164006485 No No RPRML 2 17 45055522 45056619 protein_coding 1097 0.00182315405651778
927 SAPCD1 2 2.471 0.10448801514934 No No SAPCD1 2 6 31730773 31732628 protein_coding 1855 0.00107816711590297
928 SAT2 2 2.91999999999996 0.430306978151191 No No SAT2 2 17 7529552 7531194 protein_coding 1642 0.00121802679658952
935 SFT2D3 2 2.505 0.283755760666052 No No SFT2D3 2 2 128459071 128462816 protein_coding 3745 0.000534045393858478
934 SEMG1 2 3.04700000000003 0.840665226355179 No No SEMG1 2 20 43835674 43838409 protein_coding 2735 0.000731261425959781
933 SELENOH 2 3.38700000000006 0.942483468776284 No No SELENOH 2 11 57508722 57511026 protein_coding 2304 0.000868055555555556
939 SLC25A11 2 2.245 0.169270646072416 No No SLC25A11 2 17 4840425 4843348 protein_coding 2923 0.000684228532329798
948 SOX18 2 2.75700000000006 0.249591350708323 No No SOX18 2 20 62678935 62680992 protein_coding 2057 0.000972289742343218
959 TAL2 2 2.29600000000005 0.137896928688582 No No TAL2 2 9 108424738 108425405 protein_coding 667 0.00299850074962519
964 TAS2R41 2 3.22000000000003 0.914338209780379 No No TAS2R41 2 7 143174966 143175889 protein_coding 923 0.00216684723726977
971 TEX44 2 2.20099999999991 0.215575515346574 No No TEX44 2 2 232457575 232458987 protein_coding 1412 0.00141643059490085
990 TMEM262 2 2.82100000000003 0.451476514083395 No No TMEM262 2 11 64852451 64856847 protein_coding 4396 0.000454959053685168
995 TMOD4 2 2.11500000000001 0.102108578354834 No No TMOD4 2 1 151142462 151148760 protein_coding 6298 0.000317561130517625
997 TNFAIP8L2 2 2.13800000000003 0.177907111732774 No No TNFAIP8L2 2 1 151129125 151132225 protein_coding 3100 0.000645161290322581
1009 TTC9B 2 2.649 0.435434530677129 No No TTC9B 2 19 40721965 40724306 protein_coding 2341 0.000854335753951303
1011 TUBG1 2 2.94299999999998 0.580509638552252 No No TUBG1 2 17 40761659 40767256 protein_coding 5597 0.000357334286224763
1019 ZBTB3 2 2.94000000000005 0.799046228812751 No No ZBTB3 2 11 62515791 62521656 protein_coding 5865 0.000341005967604433
1023 ZMYND10 2 2.18500000000006 0.169376633350133 No No ZMYND10 2 3 50378541 50383163 protein_coding 4622 0.00043271311120727
1027 ZNF749 2 2.21600000000001 0.115592507945212 No No ZNF749 2 19 57946693 57958469 protein_coding 11776 0.000169836956521739
1036 ACTL10 3 3.27800000000002 0.711841651049238 No No ACTL10 3 20 32254749 32256331 protein_coding 1582 0.00189633375474083
1038 ADAM30 3 3.27999999999997 0.996755338555491 No No ADAM30 3 1 120436156 120439138 protein_coding 2982 0.00100603621730382
1042 AL136376.1 3 2.92699999999991 0.211073559550254 No No AL136376.1 3 1 116915890 116926718 protein_coding 10828 0.00027705947543406
1045 AL645922.1 3 3.40299999999991 0.95056083898135 No No AL645922.1 3 6 31973945 31974881 protein_coding 936 0.00320512820512821
1054 ATP1A1 3 2.73599999999999 0.234712754979558 No No ATP1A1 3 1 116915290 116952883 protein_coding 37593 7.98020908147793e-05
1072 CCDC189 3 3.06000000000006 0.716088211420823 No No CCDC189 3 16 30768744 30773542 protein_coding 4798 0.000625260525218841
